# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	ncRNA-region	2665637	2665851	-	-	258.5	8.2e-40	-	-	-	RFAM:RF00552
contig_1	cds	2665964	2666938	-	EEGGAC_02663	612.0	7.8e-222	1.080	1.0	0.869	UniRef:UniRef50_P00803
contig_1	cds	2666954	2668753	-	EEGGAC_02664	857.0	4.3e-310	0.992	0.992	0.710	UniRef:UniRef50_A0A2D9XTD1
contig_1	ncRNA	2668635	2669466	+	EEGGAC_02665	511.0	1.0e-45	-	-	-	RFAM:RF02746
contig_1	cds	2668951	2669430	-	EEGGAC_02666	228.0	1.1e-75	1.025	0.994	0.718	UniRef:UniRef50_A9MGW7
contig_1	cds	2669427	2670383	-	EEGGAC_02667	400.0	1.1e-138	1.066	0.997	0.602	UniRef:UniRef50_D0ZSY7
contig_1	cds	2670383	2671033	-	EEGGAC_02668	342.0	6.5e-119	1.0	0.889	0.870	UniRef:UniRef50_P0AFX7
contig_1	cds	2671066	2671641	-	EEGGAC_02669	369.0	1.3e-132	1.0	1.0	0.995	BlastRules:WP_000003307
contig_1	cds	2672049	2673671	+	EEGGAC_02670	960.0	0.0	0.993	0.887	0.866	UniRef:UniRef50_P10902
contig_1	cds	2673656	2674393	-	EEGGAC_02671	421.0	1.1e-151	1.0	1.0	0.853	BlastRules:WP_000083343
contig_1	cds	2674525	2675859	+	EEGGAC_02672	804.0	2.4e-293	0.989	0.862	1.0	UniRef:UniRef50_P21507
contig_1	ncRNA	2675933	2675975	-	EEGGAC_02673	48.2	2.4e-06	-	-	-	RFAM:RF02751
contig_1	cds	2676395	2676568	+	EEGGAC_02674	-	-	-	-	-	-
contig_1	cds	2676793	2677395	+	EEGGAC_02675	246.0	5.0e-81	0.990	0.818	0.566	UniRef:UniRef50_A0A4P7WX64
contig_1	cds	2677504	2678385	-	EEGGAC_02676	549.0	3.5e-198	0.980	0.926	0.969	UniRef:UniRef50_P33634
contig_1	cds	2678488	2679075	+	EEGGAC_02677	321.0	2.2e-111	1.082	1.0	0.777	UniRef:UniRef50_Q8ZMX5
contig_1	cds	2679129	2679512	-	EEGGAC_02678	218.0	1.8e-72	0.969	0.809	0.886	UniRef:UniRef50_Q6D209
contig_1	cds	2679817	2680506	+	EEGGAC_02679	314.0	1.6e-107	0.952	0.886	0.674	UniRef:UniRef50_A1SUE5
contig_1	cds	2680554	2681591	-	EEGGAC_02680	684.0	3.5e-249	0.997	0.825	1.0	UniRef:UniRef50_P0AGJ5
contig_1	cds	2681798	2682217	+	EEGGAC_02681	285.0	8.5e-99	1.0	0.813	0.957	UniRef:UniRef50_A0A377A270
contig_1	cds	2682286	2682984	+	EEGGAC_02682	458.0	1.3e-166	1.0	1.0	0.996	BlastRules:WP_001300438
contig_1	cds	2683016	2685676	+	EEGGAC_02683	1612.0	0.0	1.0	1.0	0.922	BlastRules:WP_000082639
contig_1	cds	2685790	2687145	+	EEGGAC_02684	802.0	7.0e-293	0.993	0.928	0.873	UniRef:UniRef50_P23830
contig_1	cds	2687242	2687514	+	EEGGAC_02685	-	-	-	-	-	-
contig_1	cds	2687511	2688809	-	EEGGAC_02686	833.0	1.8e-308	1.0	1.0	0.995	BlastRules:WP_000841103
contig_1	rRNA	2689174	2689289	-	EEGGAC_02687	93.0	2.2e-15	-	-	-	RFAM:RF00001
contig_1	rRNA	2689383	2692287	-	EEGGAC_02688	2868.8	6.0e-06	-	-	-	RFAM:RF02541
contig_1	ncRNA	2692295	2692403	-	EEGGAC_02689	125.0	1.0e-21	-	-	-	RFAM:RF01830
contig_1	tRNA	2692481	2692556	-	EEGGAC_02690	66.6	-	-	-	-	-
contig_1	rRNA	2692642	2694183	-	EEGGAC_02691	1577.5	8.7e-48	-	-	-	RFAM:RF00177
contig_1	cds	2694625	2697198	-	EEGGAC_02692	1195.0	0.0	0.985	0.976	0.727	UniRef:UniRef50_A0A1G6W1U3
contig_1	ncRNA	2697179	2697317	-	EEGGAC_02693	125.4	7.9e-23	-	-	-	RFAM:RF02768
contig_1	cds	2697328	2698059	-	EEGGAC_02694	275.0	1.2e-91	0.984	0.895	0.590	UniRef:UniRef50_A0A2K4XBB1
contig_1	cds	2698056	2699036	-	EEGGAC_02695	646.0	1.6e-235	1.0	0.934	0.994	UniRef:UniRef50_P33643
contig_1	cds	2699171	2699908	+	EEGGAC_02696	287.0	3.0e-96	0.984	0.886	0.614	UniRef:UniRef50_P0AC02
contig_1	cds	2700179	2700520	+	EEGGAC_02697	199.0	1.9e-65	0.991	0.812	0.911	UniRef:UniRef50_P0AD49
contig_1	ncRNA-region	2700623	2700748	+	-	132.3	1.6e-21	-	-	-	RFAM:RF01859
contig_1	sorf	2700624	2700671	+	EEGGAC_02698	38.5	4.1e-10	1.0	1.0	1.0	UniRef:UniRef50_C3SYU2
contig_1	cds	2700770	2701930	+	EEGGAC_02699	678.0	9.0e-246	0.997	0.889	0.896	UniRef:UniRef50_P0A9J8
contig_1	cds	2701973	2703094	-	EEGGAC_02700	648.0	9.2e-235	0.928	0.880	0.954	UniRef:UniRef50_Q7CPZ8
contig_1	cds	2703105	2704175	-	EEGGAC_02701	699.0	5.1e-258	1.0	1.0	0.994	BlastRules:WP_001168032
contig_1	cds	2704387	2704749	+	EEGGAC_02702	245.0	9.1e-84	0.992	0.862	0.983	UniRef:UniRef50_Q32D00
contig_1	cds	2704896	2705414	+	EEGGAC_02703	289.0	5.6e-100	0.849	0.942	0.993	UniRef:UniRef50_A0A377C6I6
contig_1	cds	2705404	2706630	+	EEGGAC_02704	756.0	4.6e-276	1.076	1.0	0.907	UniRef:UniRef50_P46139
contig_1	cds	2706646	2707128	+	EEGGAC_02705	316.0	3.1e-110	0.994	0.850	0.987	UniRef:UniRef50_P07021
contig_1	cds	2707204	2707551	-	EEGGAC_02706	199.0	2.6e-65	1.261	1.0	0.759	UniRef:UniRef50_Q9CLE0
contig_1	cds	2707593	2708360	-	EEGGAC_02707	328.0	6.0e-112	0.945	0.809	0.639	UniRef:UniRef50_P43912
contig_1	cds	2708391	2708939	-	EEGGAC_02708	330.0	1.8e-115	1.0	0.968	0.841	UniRef:UniRef50_Q5E7F1
contig_1	cds	2708958	2709206	-	EEGGAC_02709	108.0	9.0e-31	1.207	0.934	0.626	UniRef:UniRef50_E0WU64
contig_1	cds	2709455	2710816	-	EEGGAC_02710	550.0	1.0e-193	1.013	0.998	0.632	UniRef:UniRef50_F7XXX9
contig_1	cds	2710908	2711774	+	EEGGAC_02711	394.0	3.6e-137	0.906	0.834	0.755	UniRef:UniRef50_P64432
contig_1	cds	2711840	2713081	+	EEGGAC_02712	707.0	1.8e-256	1.075	0.967	0.856	UniRef:UniRef50_P37908
contig_1	cds	2713136	2713729	-	EEGGAC_02713	308.0	3.0e-106	1.005	0.961	0.838	UniRef:UniRef50_A0A807LAV3
contig_1	cds	2713852	2714730	+	EEGGAC_02714	560.0	4.7e-202	1.0	0.846	0.959	UniRef:UniRef50_P65774
contig_1	cds	2714816	2716477	+	EEGGAC_02715	786.0	3.4e-283	1.0	0.939	0.738	UniRef:UniRef50_P05824
contig_1	cds	2716626	2716967	+	EEGGAC_02716	148.0	1.6e-45	0.973	0.815	0.655	UniRef:UniRef50_D1P3C6
contig_1	cds	2717029	2717319	-	EEGGAC_02717	111.0	1.5e-31	0.958	0.836	0.576	UniRef:UniRef50_A0A448Q3Q1
contig_1	cds	2717309	2717785	-	EEGGAC_02718	307.0	2.8e-109	1.0	1.0	1.0	BlastRules:WP_000600189
contig_1	cds	2717917	2718399	+	EEGGAC_02719	187.0	3.3e-59	0.963	0.815	0.584	UniRef:UniRef50_Q5ZRP1
contig_1	cds	2719143	2720390	+	EEGGAC_02721	488.0	1.3e-170	0.988	0.995	0.610	UniRef:UniRef50_Q6W348
contig_1	cds	2720392	2721036	+	EEGGAC_02722	406.0	1.0e-143	0.995	0.801	0.948	UniRef:UniRef50_D4BHN9
contig_1	cds	2721386	2722558	-	EEGGAC_02723	643.0	6.2e-232	0.987	0.921	0.800	UniRef:UniRef50_A0A148HKJ2
contig_1	cds	2723010	2723549	+	EEGGAC_02724	204.0	1.2e-65	1.0	0.978	0.581	UniRef:UniRef50_UPI0007A6317C
contig_1	cds	2723758	2724150	+	EEGGAC_02725	-	-	-	-	-	-
contig_1	cds	2724485	2724700	+	EEGGAC_02726	72.4	7.1e-17	0.944	0.893	0.507	UniRef:UniRef50_A0A4S3D4N0
contig_1	cds	2724736	2726805	+	EEGGAC_02727	1048.0	0.0	1.001	0.983	0.732	UniRef:UniRef50_D4BHN5
contig_1	cds	2727478	2728464	+	EEGGAC_02728	644.0	3.0e-234	1.0	0.889	1.0	UniRef:UniRef50_A0A2S7XHE1
contig_1	cds	2728457	2729680	+	EEGGAC_02729	806.0	6.2e-295	0.993	0.828	0.998	UniRef:UniRef50_A0A447X2D8
contig_1	cds	2729915	2731117	+	EEGGAC_02730	777.0	3.7e-285	0.993	0.983	1.0	UniRef:UniRef50_A0AAW6VTJ7
contig_1	cds	2731156	2732439	+	EEGGAC_02731	852.0	7.8e-313	1.0	0.871	0.993	UniRef:UniRef50_UPI001FCEB156
contig_1	cds	2732594	2733070	-	EEGGAC_02732	173.0	3.0e-54	0.949	0.909	0.633	UniRef:UniRef50_A0A7H5A932
contig_1	cds	2733165	2733374	-	EEGGAC_02733	-	-	-	-	-	-
contig_1	cds	2733434	2733955	+	EEGGAC_02734	310.0	1.6e-107	0.983	0.895	0.965	UniRef:UniRef50_A0A0X8S1D4
contig_1	cds	2734018	2734326	+	EEGGAC_02735	-	-	-	-	-	-
contig_1	cds	2734323	2735303	+	EEGGAC_02736	362.0	1.5e-123	1.0	0.997	0.564	UniRef:UniRef50_A0A9P0VK01
contig_1	cds	2735314	2736327	+	EEGGAC_02737	578.0	4.5e-208	0.899	0.846	0.924	UniRef:UniRef50_A0A447UXC1
contig_1	cds	2736672	2737823	+	EEGGAC_02738	728.0	1.1e-265	0.950	0.847	0.986	UniRef:UniRef50_A0A0D5M1T3
contig_1	cds	2737895	2738530	-	EEGGAC_02739	234.0	1.7e-76	0.991	0.921	0.569	UniRef:UniRef50_A0A6G9IBW6
contig_1	cds	2738554	2739120	-	EEGGAC_02740	324.0	9.7e-113	0.963	0.862	0.967	UniRef:UniRef50_J6HFI7
contig_1	cds	2739117	2739959	-	EEGGAC_02741	558.0	2.2e-202	1.004	1.0	0.947	UniRef:UniRef50_A0A564HW74
contig_1	cds	2739956	2741482	-	EEGGAC_02742	833.0	1.1e-303	1.002	0.986	0.839	UniRef:UniRef50_A0A0Q3C1J5
contig_1	cds	2741705	2743384	+	EEGGAC_02743	-	-	-	-	-	-
contig_1	cds	2743736	2744272	-	EEGGAC_02744	192.0	6.8e-61	1.022	0.867	0.555	UniRef:UniRef50_Q0KAM8
contig_1	cds	2744497	2745519	+	EEGGAC_02745	378.0	2.1e-128	0.994	0.812	0.565	UniRef:UniRef50_Q87W12
contig_1	cds	2745850	2746947	-	EEGGAC_02746	378.0	2.0e-128	1.005	0.948	0.540	UniRef:UniRef50_W0SE33
contig_1	cds	2747301	2747903	-	EEGGAC_02747	330.0	1.1e-114	0.945	0.829	0.878	UniRef:UniRef50_A0A2W1KL08
contig_1	cds	2748264	2748839	+	EEGGAC_02748	-	-	-	-	-	-
contig_1	cds	2750315	2754889	-	EEGGAC_02749	1905.0	0.0	1.037	1.0	0.863	UniRef:UniRef50_P52143
contig_1	cds	2755823	2757277	-	EEGGAC_02750	745.0	1.5e-269	0.959	0.934	0.821	UniRef:UniRef50_P76612
contig_1	cds	2757670	2758650	+	EEGGAC_02751	645.0	1.5e-237	1.0	1.0	0.994	IS:IS5
contig_1	cds	2758991	2759968	+	EEGGAC_02752	439.0	5.9e-154	0.972	0.963	0.674	UniRef:UniRef50_A0A4D6X3P5
contig_1	cds	2759988	2761256	+	EEGGAC_02753	705.0	2.4e-255	0.929	0.867	0.883	UniRef:UniRef50_P37339
contig_1	cds	2761279	2762727	+	EEGGAC_02754	776.0	1.4e-282	0.880	0.968	0.929	UniRef:UniRef50_A0A2X1KUK3
contig_1	cds	2762741	2764021	+	EEGGAC_02755	604.0	4.2e-217	0.810	0.997	0.881	UniRef:UniRef50_A0A377C5I6
contig_1	cds	2764332	2765732	+	EEGGAC_02756	575.0	4.8e-202	0.972	0.860	0.673	UniRef:UniRef50_A0AA37RPK3
contig_1	cds	2765753	2766415	+	EEGGAC_02757	374.0	2.2e-131	0.986	0.943	0.862	UniRef:UniRef50_A0A8B6IVD5
contig_1	cds	2766416	2766865	-	EEGGAC_02758	288.0	2.9e-102	1.0	1.0	0.993	BlastRules:WP_000522415
contig_1	cds	2766949	2767107	-	EEGGAC_02759	-	-	-	-	-	-
contig_1	cds	2767290	2767589	+	EEGGAC_02760	119.0	1.1e-34	0.949	0.847	0.702	UniRef:UniRef50_A0A2X2GFC0
contig_1	cds	2767599	2768123	+	EEGGAC_02761	340.0	7.1e-122	1.0	1.0	0.989	BlastRules:WP_001229442
contig_1	cds	2768170	2768574	-	EEGGAC_02762	169.0	3.4e-53	0.993	0.831	0.662	UniRef:UniRef50_P18818
contig_1	cds	2769242	2769691	+	EEGGAC_02763	261.0	1.4e-91	1.0	1.0	0.866	BlastRules:WP_000492669
contig_1	cds	2769728	2770072	-	EEGGAC_02764	218.0	4.8e-73	1.211	1.0	0.819	UniRef:UniRef50_P0AD53
contig_1	cds	2770224	2770553	+	EEGGAC_02765	174.0	3.2e-56	0.853	1.0	0.989	UniRef:UniRef50_A0A379T9Q4
contig_1	cds	2770610	2771944	-	EEGGAC_02766	698.0	1.7e-252	1.0	0.996	0.770	UniRef:UniRef50_A0A6C6Z604
contig_1	cds	2772032	2772463	+	EEGGAC_02767	169.0	3.7e-53	0.972	0.986	0.597	UniRef:UniRef50_A0A1D9LHG9
contig_1	cds	2772672	2772917	+	EEGGAC_02768	132.0	1.7e-40	1.0	0.942	0.790	UniRef:UniRef50_I2B677
contig_1	cds	2772914	2773315	+	EEGGAC_02769	167.0	1.4e-52	0.962	0.848	0.586	UniRef:UniRef50_A0A133ZD35
contig_1	cds	2773297	2775441	+	EEGGAC_02770	984.0	0.0	1.207	0.980	0.595	UniRef:UniRef50_P9WH75
contig_1	cds	2775451	2776071	+	EEGGAC_02771	-	-	-	-	-	-
contig_1	cds	2776102	2776410	+	EEGGAC_02772	-	-	-	-	-	-
contig_1	cds	2776767	2777969	+	EEGGAC_02773	769.0	6.3e-281	1.0	0.857	0.998	UniRef:UniRef50_P14175
contig_1	cds	2777962	2779026	+	EEGGAC_02774	400.0	1.6e-137	0.884	0.828	0.668	UniRef:UniRef50_A0A3N2R1M8
contig_1	cds	2779083	2780075	+	EEGGAC_02775	570.0	1.2e-204	0.973	0.847	0.841	UniRef:UniRef50_Q8ZML1
contig_1	cds	2780528	2781712	+	EEGGAC_02776	687.0	1.7e-248	0.970	0.825	0.997	UniRef:UniRef50_P76628
contig_1	cds	2781836	2782573	+	EEGGAC_02777	465.0	4.5e-169	1.0	1.0	0.992	BlastRules:WP_000445651
contig_1	cds	2782563	2782898	+	EEGGAC_02778	110.0	6.9e-31	1.018	0.958	0.549	UniRef:UniRef50_C6DDD7
contig_1	cds	2782989	2783519	+	EEGGAC_02779	347.0	1.5e-124	1.0	1.0	1.0	BlastRules:WP_000378442
contig_1	cds	2783646	2784818	+	EEGGAC_02780	712.0	6.8e-262	1.0	1.0	0.997	BlastRules:WP_001326681
contig_1	cds	2784835	2786373	+	EEGGAC_02781	996.0	0.0	1.0	1.0	1.0	BlastRules:WP_001295176
contig_1	cds	2786437	2786952	-	EEGGAC_02782	317.0	3.7e-110	1.0	0.859	0.895	UniRef:UniRef50_Q9PN97
contig_1	ncRNA	2787021	2787092	+	EEGGAC_02783	83.9	2.5e-14	-	-	-	RFAM:RF00078
contig_1	cds	2787102	2788658	-	EEGGAC_02784	917.0	0.0	1.0	0.917	0.867	UniRef:UniRef50_P0A6W9
contig_1	cds	2788731	2789159	-	EEGGAC_02785	254.0	2.2e-86	0.986	0.864	0.879	UniRef:UniRef50_H5V5Y4
contig_1	cds	2789156	2789722	-	EEGGAC_02786	238.0	5.2e-79	1.027	0.990	0.632	UniRef:UniRef50_A0A085G4E0
contig_1	tRNA	2790002	2790078	-	EEGGAC_02787	85.1	-	-	-	-	-
contig_1	tRNA	2790276	2790352	-	EEGGAC_02788	85.1	-	-	-	-	-
contig_1	tRNA	2790471	2790547	-	EEGGAC_02789	85.1	-	-	-	-	-
contig_1	tRNA	2790744	2790820	-	EEGGAC_02790	85.1	-	-	-	-	-
contig_1	tRNA	2790824	2790916	-	EEGGAC_02791	83.4	-	-	-	-	-
contig_1	cds	2791146	2791235	+	EEGGAC_02792	-	-	-	-	-	-
contig_1	cds	2791232	2791417	-	EEGGAC_02793	108.0	1.2e-33	1.0	1.0	0.951	BlastRules:WP_002209449
contig_1	cds	2791652	2794282	-	EEGGAC_02794	1371.0	0.0	0.999	0.939	0.795	UniRef:UniRef50_Q8ZBT8
contig_1	cds	2794410	2794910	-	EEGGAC_02795	301.0	1.3e-104	1.0	0.927	0.873	UniRef:UniRef50_P33596
contig_1	cds	2794979	2796040	-	EEGGAC_02796	552.0	7.1e-198	0.935	0.943	0.842	UniRef:UniRef50_A0AA87C387
contig_1	cds	2796120	2796617	-	EEGGAC_02797	206.0	3.0e-67	0.982	1.0	0.667	UniRef:UniRef50_A0AAD2UXF8
contig_1	cds	2796762	2797952	-	EEGGAC_02798	605.0	6.6e-217	0.992	0.961	0.766	UniRef:UniRef50_P41052
contig_1	cds	2798103	2798666	+	EEGGAC_02799	379.0	7.5e-137	1.0	1.0	1.0	BlastRules:WP_000573321
contig_1	cds	2798663	2799622	+	EEGGAC_02800	617.0	1.7e-226	1.0	1.0	0.991	BlastRules:WP_000148878
contig_1	cds	2799633	2800004	+	EEGGAC_02801	155.0	3.3e-48	0.959	0.929	0.644	UniRef:UniRef50_A0A0D7LMP5
contig_1	cds	2800008	2800787	+	EEGGAC_02802	410.0	1.4e-144	1.0	0.932	0.819	UniRef:UniRef50_P05707
contig_1	cds	2800893	2801252	+	EEGGAC_02803	206.0	1.1e-68	0.882	1.0	0.952	UniRef:UniRef50_A0A376LAF6
contig_1	cds	2801319	2802092	+	EEGGAC_02804	500.0	1.5e-182	1.0	1.0	0.996	BlastRules:WP_000804550
contig_1	cds	2802085	2803050	+	EEGGAC_02805	359.0	1.8e-122	0.997	0.955	0.566	UniRef:UniRef50_A0A0E3U4T5
contig_1	cds	2803047	2804561	-	EEGGAC_02806	954.0	0.0	1.032	0.875	0.962	UniRef:UniRef50_P37013
contig_1	cds	2804748	2806187	+	EEGGAC_02807	872.0	0.0	1.008	1.0	0.859	UniRef:UniRef50_G5GIV7
contig_1	cds	2806184	2807317	+	EEGGAC_02808	695.0	3.0e-253	1.048	1.0	0.927	UniRef:UniRef50_P37596
contig_1	cds	2807395	2809635	-	EEGGAC_02809	978.0	0.0	0.988	0.938	0.704	UniRef:UniRef50_A0A447V8T3
contig_1	cds	2809788	2810315	-	EEGGAC_02810	332.0	3.4e-116	0.989	0.920	0.908	UniRef:UniRef50_A0A3P2EL24
contig_1	cds	2810464	2811477	-	EEGGAC_02811	637.0	3.9e-234	0.997	1.0	0.985	BlastRules:WP_001394680
contig_1	cds	2811734	2813191	+	EEGGAC_02812	843.0	7.3e-308	0.998	0.934	0.930	UniRef:UniRef50_P24241
contig_1	cds	2813200	2814624	+	EEGGAC_02813	967.0	0.0	1.0	1.0	0.983	BlastRules:WP_000110363
contig_1	cds	2814782	2815252	-	EEGGAC_02814	251.0	5.5e-85	0.936	0.820	0.829	UniRef:UniRef50_P0AEV9
contig_1	cds	2815245	2815655	-	EEGGAC_02815	271.0	8.0e-96	1.0	1.0	0.985	BlastRules:WP_001291921
contig_1	cds	2815652	2816419	-	EEGGAC_02816	517.0	3.6e-189	1.0	1.0	0.992	BlastRules:WP_000067392
contig_1	cds	2816419	2816961	-	EEGGAC_02817	335.0	7.5e-120	1.0	1.0	0.989	BlastRules:WP_000493781
contig_1	cds	2816971	2818680	-	EEGGAC_02818	1161.0	0.0	1.0	1.0	0.998	BlastRules:WP_001288122
contig_1	cds	2818698	2819621	-	EEGGAC_02819	582.0	3.5e-213	1.0	1.0	0.997	BlastRules:WP_000115224
contig_1	cds	2819624	2821450	-	EEGGAC_02820	1118.0	0.0	1.051	1.0	0.936	UniRef:UniRef50_A0A3P6LZW4
contig_1	cds	2821447	2822058	-	EEGGAC_02821	402.0	1.8e-145	1.0	1.0	1.0	BlastRules:WP_001079186
contig_1	cds	2822183	2822644	-	EEGGAC_02822	280.0	1.7e-96	0.993	0.981	0.888	UniRef:UniRef50_A0A659S3T9
contig_1	cds	2822856	2823206	+	EEGGAC_02823	152.0	2.1e-47	0.983	0.974	0.649	UniRef:UniRef50_A0A0F7HEE6
contig_1	cds	2823210	2824082	+	EEGGAC_02824	334.0	8.7e-113	1.169	0.977	0.534	UniRef:UniRef50_A0A5C1PZE3
contig_1	cds	2824073	2824345	+	EEGGAC_02825	186.0	9.8e-64	1.0	1.0	1.0	BlastRules:WP_000334881
contig_1	cds	2824345	2825466	+	EEGGAC_02826	444.0	2.1e-153	0.981	0.826	0.566	UniRef:UniRef50_A0A6L5Z5E1
contig_1	cds	2825463	2826473	+	EEGGAC_02827	650.0	2.5e-239	1.0	1.0	0.994	BlastRules:WP_001059922
contig_1	cds	2826547	2828625	+	EEGGAC_02828	657.0	2.3e-227	1.026	0.943	0.517	UniRef:UniRef50_E5YKN8
contig_1	cds	2828670	2829098	+	EEGGAC_02829	256.0	3.0e-87	1.0	0.916	1.0	UniRef:UniRef50_A0A198FWZ3
contig_1	cds	2829137	2829481	-	EEGGAC_02830	181.0	1.5e-58	1.0	0.820	0.737	UniRef:UniRef50_P25728
contig_1	cds	2829558	2829692	-	EEGGAC_02831	-	-	-	-	-	-
contig_1	cds	2829768	2832329	+	EEGGAC_02832	1382.0	0.0	0.994	0.915	0.837	UniRef:UniRef50_P23909
contig_1	cds	2832434	2833297	+	EEGGAC_02833	488.0	3.1e-174	0.993	0.925	0.996	UniRef:UniRef50_A0A1U9STQ1
contig_1	cds	2833310	2833978	+	EEGGAC_02834	347.0	1.3e-120	0.856	0.812	0.853	UniRef:UniRef50_P55799
contig_1	cds	2834020	2834256	-	EEGGAC_02835	129.0	2.6e-39	0.936	0.973	0.822	UniRef:UniRef50_A0A2X1QH26
contig_1	cds	2834267	2835694	-	EEGGAC_02836	621.0	7.3e-221	0.996	0.967	0.645	UniRef:UniRef50_A0A1M6ATN9
contig_1	cds	2835694	2836287	-	EEGGAC_02837	322.0	2.1e-112	1.0	1.145	0.853	UniRef:UniRef50_A0A2X4TIG3
contig_1	cds	2836434	2836841	+	EEGGAC_02838	250.0	2.3e-85	1.0	0.925	0.970	UniRef:UniRef50_Q93CC3
contig_1	cds	2836962	2837954	-	EEGGAC_02839	620.0	2.4e-227	1.0	1.0	0.994	VFDB:VFG000477
contig_1	cds	2838017	2839156	-	EEGGAC_02840	392.0	5.5e-133	1.185	1.011	0.586	UniRef:UniRef50_P0ADA3
contig_1	cds	2839296	2839922	-	EEGGAC_02841	269.0	7.6e-90	1.0	0.822	0.625	UniRef:UniRef50_P0A7A5
contig_1	cds	2839916	2840677	-	EEGGAC_02842	385.0	4.2e-135	0.964	0.946	0.779	UniRef:UniRef50_Q7N8K4
contig_1	cds	2840658	2841707	-	EEGGAC_02843	368.0	7.3e-125	0.966	0.889	0.567	UniRef:UniRef50_P44039
contig_1	cds	2841704	2842183	-	EEGGAC_02844	174.0	2.6e-54	0.987	0.924	0.573	UniRef:UniRef50_B2A4B2
contig_1	cds	2842183	2842893	-	EEGGAC_02845	411.0	4.5e-145	1.186	0.993	0.761	UniRef:UniRef50_Q46893
contig_1	cds	2842912	2843223	-	EEGGAC_02846	151.0	3.0e-47	0.913	0.847	0.777	UniRef:UniRef50_Q6D1B2
contig_1	cds	2843417	2843740	-	EEGGAC_02847	179.0	9.8e-58	1.215	1.0	0.762	UniRef:UniRef50_P46141
contig_1	cds	2843790	2844395	-	EEGGAC_02848	318.0	1.3e-109	1.244	1.0	0.676	UniRef:UniRef50_A0A954PMA2
contig_1	cds	2844395	2845822	-	EEGGAC_02849	750.0	1.5e-271	0.994	0.933	0.794	UniRef:UniRef50_Q8ZBP2
contig_1	cds	2845824	2846732	-	EEGGAC_02850	486.0	3.9e-174	1.0	1.208	0.821	UniRef:UniRef50_A0A3D3BEP2
contig_1	cds	2846984	2848021	+	EEGGAC_02851	683.0	5.5e-252	1.0	1.0	0.988	BlastRules:WP_000490428
contig_1	cds	2849265	2849558	-	EEGGAC_02852	125.0	3.2e-37	0.979	0.905	0.621	UniRef:UniRef50_A0A081NCQ8
contig_1	cds	2849879	2850478	-	EEGGAC_02853	-	-	-	-	-	-
contig_1	cds	2850475	2851125	-	EEGGAC_02854	421.0	1.5e-149	1.0	0.824	0.958	UniRef:UniRef50_A0A233WXS5
contig_1	cds	2851107	2851853	-	EEGGAC_02855	291.0	5.0e-98	1.016	1.004	0.575	UniRef:UniRef50_A7MFL0
contig_1	cds	2851864	2852919	-	EEGGAC_02856	545.0	3.3e-196	0.812	1.0	0.986	UniRef:UniRef50_A0A6N3QU73
contig_1	cds	2852934	2853470	-	EEGGAC_02857	338.0	1.7e-118	0.983	0.902	0.989	UniRef:UniRef50_A0A3P5DSL4
contig_1	cds	2853467	2855029	-	EEGGAC_02858	1024.0	0.0	1.062	1.0	0.913	UniRef:UniRef50_C9XXR1
contig_1	cds	2855127	2857826	-	EEGGAC_02859	1293.0	0.0	0.984	0.966	0.718	UniRef:UniRef50_A0A839WLL1
contig_1	cds	2858021	2858173	-	EEGGAC_02860	-	-	-	-	-	-
contig_1	ncRNA	2858158	2858315	-	EEGGAC_02861	111.8	2.6e-18	-	-	-	RFAM:RF01794
contig_1	cds	2858438	2859172	-	EEGGAC_02862	490.0	6.5e-176	1.0	0.819	0.971	UniRef:UniRef50_P17854
contig_1	cds	2859246	2860958	-	EEGGAC_02863	982.0	0.0	1.153	0.995	0.734	UniRef:UniRef50_P0C0B2
contig_1	cds	2860958	2862757	-	EEGGAC_02864	907.0	0.0	1.022	0.942	0.753	UniRef:UniRef50_Q6D1A1
contig_1	cds	2863073	2863438	+	EEGGAC_02865	171.0	2.0e-54	0.950	0.810	0.661	UniRef:UniRef50_A0A5E6MPV7
contig_1	cds	2863516	2864787	+	EEGGAC_02866	828.0	2.2e-304	1.0	0.977	0.967	UniRef:UniRef50_Q46904
contig_1	cds	2864778	2865038	+	EEGGAC_02867	181.0	2.6e-59	1.0	0.878	0.953	UniRef:UniRef50_A0A0H2V1G2
contig_1	cds	2865055	2865630	+	EEGGAC_02868	288.0	1.6e-98	1.0	1.005	0.780	UniRef:UniRef50_A0A2X3JBU0
contig_1	cds	2865777	2866637	-	EEGGAC_02869	547.0	2.3e-197	1.0	0.867	0.983	UniRef:UniRef50_A0A0B0VZE3
contig_1	cds	2866634	2867413	-	EEGGAC_02870	444.0	7.1e-158	1.100	1.0	0.835	UniRef:UniRef50_Q46908
contig_1	cds	2867391	2868800	-	EEGGAC_02871	872.0	0.0	1.053	1.0	0.923	UniRef:UniRef50_Q46909
contig_1	cds	2868822	2870276	-	EEGGAC_02872	628.0	1.3e-222	0.994	0.901	0.634	UniRef:UniRef50_R2SDW3
contig_1	cds	2870346	2871131	-	EEGGAC_02873	338.0	5.3e-116	0.992	0.981	0.653	UniRef:UniRef50_A0A376LCW0
