locus_tag	ftype	length_bp	gene	EC_number	COG	product
NGPMFCKN_02812	CDS	147				hypothetical protein
NGPMFCKN_02813	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
NGPMFCKN_02814	CDS	714				hypothetical protein
NGPMFCKN_02815	CDS	219	ygdR_2			putative lipoprotein YgdR
NGPMFCKN_02816	CDS	1041	tas		COG0667	Protein tas
NGPMFCKN_02817	CDS	1194	lplT			Lysophospholipid transporter LplT
NGPMFCKN_02818	CDS	2160	aas		COG0204	Bifunctional protein Aas
NGPMFCKN_02819	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
NGPMFCKN_02820	CDS	1263	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
NGPMFCKN_02821	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
NGPMFCKN_02822	CDS	693	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
NGPMFCKN_02823	CDS	1419	araE			Arabinose-proton symporter
NGPMFCKN_02824	CDS	762	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
NGPMFCKN_02825	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
NGPMFCKN_02826	CDS	1182	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
NGPMFCKN_02827	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
NGPMFCKN_02828	CDS	633	ecpR_2			HTH-type transcriptional regulator EcpR
NGPMFCKN_02829	CDS	810				hypothetical protein
NGPMFCKN_02830	CDS	483				hypothetical protein
NGPMFCKN_02831	CDS	141	yqeL			putative protein YqeL
NGPMFCKN_02832	CDS	426				hypothetical protein
NGPMFCKN_02833	CDS	96				hypothetical protein
NGPMFCKN_02834	CDS	492				hypothetical protein
NGPMFCKN_02835	CDS	492	sicA_1		COG0457	Chaperone protein SicA
NGPMFCKN_02836	CDS	1377	hilA_1		COG0457	Transcriptional regulator HilA
NGPMFCKN_02837	CDS	219				hypothetical protein
NGPMFCKN_02838	CDS	504				hypothetical protein
NGPMFCKN_02839	CDS	633	liaR		COG2197	Transcriptional regulatory protein LiaR
NGPMFCKN_02840	CDS	708	orgB			Oxygen-regulated invasion protein OrgB
NGPMFCKN_02841	CDS	582	orgA			Oxygen-regulated invasion protein OrgA
NGPMFCKN_02842	CDS	735	prgK		COG4669	Lipoprotein PrgK
NGPMFCKN_02843	CDS	333				hypothetical protein
NGPMFCKN_02844	CDS	240	prgI			Protein PrgI
NGPMFCKN_02845	CDS	1182	prgH			Protein PrgH
NGPMFCKN_02846	CDS	501				hypothetical protein
NGPMFCKN_02847	CDS	294				hypothetical protein
NGPMFCKN_02848	CDS	1113	spaS		COG1377	Surface presentation of antigens protein SpaS
NGPMFCKN_02849	CDS	768	spaR_2		COG4791	Surface presentation of antigens protein SpaR
NGPMFCKN_02850	CDS	261				hypothetical protein
NGPMFCKN_02851	CDS	666	spaP		COG4790	Surface presentation of antigens protein SpaP
NGPMFCKN_02852	CDS	948	spaO		COG1886	Surface presentation of antigens protein SpaO
NGPMFCKN_02853	CDS	876				hypothetical protein
NGPMFCKN_02854	CDS	459				hypothetical protein
NGPMFCKN_02855	CDS	1293	spaL	3.6.3.14	COG1157	putative ATP synthase SpaL
NGPMFCKN_02856	CDS	2061	invA		COG4789	Invasion protein InvA
NGPMFCKN_02857	CDS	1146	mxiC			Protein MxiC
NGPMFCKN_02858	CDS	1704	invG		COG1450	Protein InvG
NGPMFCKN_02859	CDS	750	invF			Invasion protein InvF
NGPMFCKN_02860	CDS	180	ghoT_1			Toxin GhoT
NGPMFCKN_02861	CDS	1611				hypothetical protein
NGPMFCKN_02862	tRNA	74				tRNA-Gly(ccc)
NGPMFCKN_02863	CDS	753	nlpD_2			Murein hydrolase activator NlpD
NGPMFCKN_02864	CDS	2298	xdhA_1	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
NGPMFCKN_02865	CDS	879	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
NGPMFCKN_02866	CDS	480	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
NGPMFCKN_02867	CDS	1779		1.14.14.51		Limonene hydroxylase
NGPMFCKN_02868	CDS	1188	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
NGPMFCKN_02869	CDS	1197	ygeX	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
NGPMFCKN_02870	CDS	1212	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
NGPMFCKN_02871	CDS	1386	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
NGPMFCKN_02872	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
NGPMFCKN_02873	CDS	1626	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
NGPMFCKN_02874	CDS	771				hypothetical protein
NGPMFCKN_02875	CDS	579	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
NGPMFCKN_02876	CDS	3099	ygfK		COG0493	Putative oxidoreductase YgfK
NGPMFCKN_02877	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
NGPMFCKN_02878	CDS	780	cdhB	1.17.5.2		Caffeine dehydrogenase subunit beta
NGPMFCKN_02879	CDS	2871	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
NGPMFCKN_02880	CDS	1401	xanQ		COG2233	Xanthine permease XanQ
NGPMFCKN_02881	CDS	1317	guaD	3.5.4.3	COG0402	Guanine deaminase
NGPMFCKN_02882	CDS	1368	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
NGPMFCKN_02883	CDS	489	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
NGPMFCKN_02884	CDS	1920	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
NGPMFCKN_02885	CDS	1449	uacT		COG2233	Uric acid transporter UacT
NGPMFCKN_02886	CDS	126	yqfG			putative protein YqfG
NGPMFCKN_02887	CDS	549	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
NGPMFCKN_02888	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
NGPMFCKN_02889	CDS	882	prfB		COG1186	Peptide chain release factor RF2
NGPMFCKN_02890	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
NGPMFCKN_02891	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
NGPMFCKN_02892	CDS	897	xerD_1		COG4974	Tyrosine recombinase XerD
NGPMFCKN_02893	CDS	522	fldB		COG0716	Flavodoxin 2
NGPMFCKN_02894	CDS	408	ygfX			Inner membrane protein YgfX
NGPMFCKN_02895	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
NGPMFCKN_02896	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
NGPMFCKN_02897	CDS	660				hypothetical protein
NGPMFCKN_02898	CDS	312				hypothetical protein
NGPMFCKN_02899	CDS	1434	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
NGPMFCKN_02900	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
NGPMFCKN_02901	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
NGPMFCKN_02902	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
NGPMFCKN_02903	CDS	1203	ubiI	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
NGPMFCKN_02904	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
NGPMFCKN_02905	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
NGPMFCKN_02906	CDS	579				hypothetical protein
NGPMFCKN_02907	CDS	330	zapA		COG3027	Cell division protein ZapA
NGPMFCKN_02908	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
NGPMFCKN_02909	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
NGPMFCKN_02910	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
NGPMFCKN_02911	CDS	897	dmlR_2			HTH-type transcriptional regulator DmlR
NGPMFCKN_02912	CDS	630	azoR1	1.7.-.-	COG1182	FMN-dependent NADH-azoreductase 1
NGPMFCKN_02913	CDS	261	bhsA_4			Multiple stress resistance protein BhsA
NGPMFCKN_02914	CDS	1326	cbdC			2-halobenzoate 1,2-dioxygenase electron transfer component
NGPMFCKN_02915	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
NGPMFCKN_02916	CDS	2145	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
NGPMFCKN_02917	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
NGPMFCKN_02918	CDS	786	scpB	4.1.1.41	COG1024	Methylmalonyl-CoA decarboxylase
NGPMFCKN_02919	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
NGPMFCKN_02920	CDS	897	cynR_3			HTH-type transcriptional regulator CynR
NGPMFCKN_02921	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
NGPMFCKN_02922	CDS	636	argO		COG1279	Arginine exporter protein ArgO
NGPMFCKN_02923	CDS	1044			COG1638	Solute-binding protein
NGPMFCKN_02924	CDS	876	mscS		COG0668	Small-conductance mechanosensitive channel
NGPMFCKN_02925	CDS	1080	fbaA_2	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
NGPMFCKN_02926	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
NGPMFCKN_02927	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
NGPMFCKN_02928	CDS	432				hypothetical protein
NGPMFCKN_02929	CDS	579				hypothetical protein
NGPMFCKN_02930	CDS	708	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
NGPMFCKN_02931	CDS	678	ecfA1_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
NGPMFCKN_02932	CDS	678	ecfA1_2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA1
NGPMFCKN_02933	CDS	714	coaA_1	2.7.1.33	COG1072	Pantothenate kinase
NGPMFCKN_02934	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
NGPMFCKN_02935	CDS	966	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
NGPMFCKN_02936	CDS	1278	yggP_1	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
NGPMFCKN_02937	CDS	1389	mtlA_1			PTS system mannitol-specific EIICB component
NGPMFCKN_02938	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
NGPMFCKN_02939	CDS	909	hflC_1		COG0330	Modulator of FtsH protease HflC
NGPMFCKN_02940	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
NGPMFCKN_02941	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
NGPMFCKN_02942	CDS	1563				hypothetical protein
NGPMFCKN_02943	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
NGPMFCKN_02944	CDS	690				hypothetical protein
NGPMFCKN_02945	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
NGPMFCKN_02946	CDS	252				hypothetical protein
NGPMFCKN_02947	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
NGPMFCKN_02948	CDS	1395	galP			Galactose-proton symporter
NGPMFCKN_02949	CDS	456	sprT			Protein SprT
NGPMFCKN_02950	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
NGPMFCKN_02951	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
NGPMFCKN_02952	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
NGPMFCKN_02953	CDS	636				hypothetical protein
NGPMFCKN_02954	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
NGPMFCKN_02955	CDS	981	yggR_1		COG2805	putative protein YggR
NGPMFCKN_02956	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
NGPMFCKN_02957	CDS	567				hypothetical protein
NGPMFCKN_02958	CDS	291				hypothetical protein
NGPMFCKN_02959	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
NGPMFCKN_02960	CDS	1137	hemN_1	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
NGPMFCKN_02961	CDS	987			COG1638	Solute-binding protein
NGPMFCKN_02962	CDS	504	siaQ		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
NGPMFCKN_02963	CDS	1302	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
NGPMFCKN_02964	CDS	1008				hypothetical protein
NGPMFCKN_02965	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
NGPMFCKN_02966	CDS	720				hypothetical protein
NGPMFCKN_02967	CDS	327			COG3171	putative protein
NGPMFCKN_02968	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
NGPMFCKN_02969	CDS	1053	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
NGPMFCKN_02970	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
NGPMFCKN_02971	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
NGPMFCKN_02972	CDS	1257	nupG			Nucleoside permease NupG
NGPMFCKN_02973	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
NGPMFCKN_02974	CDS	708	ydfK_2		COG1811	putative membrane protein YdfK
NGPMFCKN_02975	tRNA	76				tRNA-Phe(gaa)
NGPMFCKN_02976	CDS	1266	intS		COG0582	Prophage integrase IntS
NGPMFCKN_02977	CDS	1044				hypothetical protein
NGPMFCKN_02978	CDS	330	opgE_2	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
NGPMFCKN_02979	CDS	432	opgE_3	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
NGPMFCKN_02980	CDS	405				hypothetical protein
NGPMFCKN_02981	CDS	348				hypothetical protein
NGPMFCKN_02982	CDS	408				hypothetical protein
NGPMFCKN_02983	CDS	1119				hypothetical protein
NGPMFCKN_02984	CDS	501	mprA_2		COG1846	Transcriptional repressor MprA
NGPMFCKN_02985	CDS	1011	papG			Fimbrial adhesin PapG
NGPMFCKN_02986	CDS	501	prsF			Minor fimbrial protein PrsF
NGPMFCKN_02987	CDS	528	papE			Fimbrial protein PapE
NGPMFCKN_02988	CDS	537	papK			Fimbrial adapter PapK
NGPMFCKN_02989	CDS	582				hypothetical protein
NGPMFCKN_02990	CDS	720	papD_2		COG3121	Chaperone protein PapD
NGPMFCKN_02991	CDS	2520	papC_3		COG3188	Outer membrane usher protein PapC
NGPMFCKN_02992	CDS	588	papH			PAP fimbrial minor pilin protein
NGPMFCKN_02993	CDS	537	papA			Pap fimbrial major pilin protein
NGPMFCKN_02994	CDS	273	papB			Major pilu subunit operon regulatory protein PapB
NGPMFCKN_02995	CDS	222				P fimbrial regulatory protein KS71A
NGPMFCKN_02996	CDS	519				hypothetical protein
NGPMFCKN_02997	CDS	357				hypothetical protein
NGPMFCKN_02998	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
NGPMFCKN_02999	CDS	114				hypothetical protein
NGPMFCKN_03000	CDS	633				hypothetical protein
NGPMFCKN_03001	CDS	261				hypothetical protein
NGPMFCKN_03002	CDS	561				hypothetical protein
NGPMFCKN_03003	CDS	429				hypothetical protein
NGPMFCKN_03004	CDS	273				hypothetical protein
NGPMFCKN_03005	CDS	216				hypothetical protein
NGPMFCKN_03006	CDS	369				hypothetical protein
NGPMFCKN_03007	CDS	243				hypothetical protein
NGPMFCKN_03008	CDS	2091	cirA_3		COG4771	Colicin I receptor
NGPMFCKN_03009	CDS	906				hypothetical protein
NGPMFCKN_03010	CDS	330				hypothetical protein
NGPMFCKN_03011	CDS	1134				hypothetical protein
NGPMFCKN_03012	CDS	1569				hypothetical protein
NGPMFCKN_03013	CDS	351				hypothetical protein
NGPMFCKN_03014	CDS	435				hypothetical protein
NGPMFCKN_03015	CDS	582				hypothetical protein
NGPMFCKN_03016	CDS	3888	sat	3.4.21.-	COG3468	Serine protease sat autotransporter
NGPMFCKN_03017	CDS	2199	iutA			Ferric aerobactin receptor
NGPMFCKN_03018	CDS	1338	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
NGPMFCKN_03019	CDS	1743	iucC	6.3.2.39	COG4264	Aerobactin synthase
NGPMFCKN_03020	CDS	948	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
NGPMFCKN_03021	CDS	1725	iucA	6.3.2.38		N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
NGPMFCKN_03022	CDS	1194				hypothetical protein
NGPMFCKN_03023	CDS	987	nanS_2	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
NGPMFCKN_03024	CDS	735	nanR_1		COG2186	HTH-type transcriptional repressor NanR
NGPMFCKN_03025	CDS	936	axeA1_1	3.1.1.72	COG0657	Acetylxylan esterase
NGPMFCKN_03026	CDS	1110	nanM_1	5.1.3.24	COG3055	N-acetylneuraminate epimerase
NGPMFCKN_03027	CDS	711	nanC_1			putative N-acetylneuraminic acid outer membrane channel protein NanC
NGPMFCKN_03028	CDS	810	axeA1_2	3.1.1.72	COG0657	Acetylxylan esterase
NGPMFCKN_03029	CDS	1473	nanT_1			Sialic acid transporter NanT
NGPMFCKN_03030	CDS	876	nanK_1	2.7.1.60	COG1940	N-acetylmannosamine kinase
NGPMFCKN_03031	CDS	918	nanA_1	4.1.3.3	COG0329	N-acetylneuraminate lyase
NGPMFCKN_03032	CDS	426				hypothetical protein
NGPMFCKN_03033	CDS	351				hypothetical protein
NGPMFCKN_03034	CDS	1101				hypothetical protein
NGPMFCKN_03035	CDS	1539				hypothetical protein
NGPMFCKN_03036	CDS	309				hypothetical protein
NGPMFCKN_03037	CDS	384				hypothetical protein
NGPMFCKN_03038	CDS	570				hypothetical protein
NGPMFCKN_03039	CDS	207				hypothetical protein
NGPMFCKN_03040	CDS	573				hypothetical protein
NGPMFCKN_03041	CDS	1491				hypothetical protein
NGPMFCKN_03042	CDS	873	era_3		COG1159	GTPase Era
NGPMFCKN_03043	CDS	3120	flu_2		COG3468	Antigen 43
NGPMFCKN_03044	CDS	2517	yeeR_2			Inner membrane protein YeeR
NGPMFCKN_03045	CDS	456				hypothetical protein
NGPMFCKN_03046	CDS	822				hypothetical protein
NGPMFCKN_03047	CDS	474	klcA_2			Antirestriction protein KlcA
NGPMFCKN_03048	CDS	477				hypothetical protein
NGPMFCKN_03049	CDS	222				hypothetical protein
NGPMFCKN_03050	CDS	645				hypothetical protein
NGPMFCKN_03051	CDS	381	cbeA_2			Cytoskeleton bundling-enhancing antitoxin CbeA
NGPMFCKN_03052	CDS	378	cbtA_2			Cytoskeleton-binding toxin CbtA
NGPMFCKN_03053	CDS	489				hypothetical protein
NGPMFCKN_03054	CDS	198				hypothetical protein
NGPMFCKN_03055	CDS	846				hypothetical protein
NGPMFCKN_03056	CDS	396				hypothetical protein
NGPMFCKN_03057	CDS	741				hypothetical protein
NGPMFCKN_03058	CDS	156				hypothetical protein
NGPMFCKN_03059	CDS	984	kpsF	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KpsF
NGPMFCKN_03060	CDS	1149				hypothetical protein
NGPMFCKN_03061	CDS	1677	kpsD		COG1596	Polysialic acid transport protein KpsD
NGPMFCKN_03062	CDS	741	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
NGPMFCKN_03063	CDS	2028				hypothetical protein
NGPMFCKN_03064	CDS	1233				hypothetical protein
NGPMFCKN_03065	CDS	1578				hypothetical protein
NGPMFCKN_03066	CDS	372				hypothetical protein
NGPMFCKN_03067	CDS	747				hypothetical protein
NGPMFCKN_03068	CDS	2490	neuO	2.3.1.136		Polysialic acid O-acetyltransferase
NGPMFCKN_03069	CDS	681	kpsT			Polysialic acid transport ATP-binding protein KpsT
NGPMFCKN_03070	CDS	3747				hypothetical protein
NGPMFCKN_03071	CDS	993				hypothetical protein
NGPMFCKN_03072	CDS	777	kpsM		COG1682	Polysialic acid transport protein KpsM
NGPMFCKN_03073	CDS	537	epsM		COG3149	Type II secretion system protein M
NGPMFCKN_03074	CDS	1179	epsL		COG3297	Type II secretion system protein L
NGPMFCKN_03075	CDS	978	gspK		COG3156	Putative type II secretion system protein K
NGPMFCKN_03076	CDS	606	xcpW		COG4795	Type II secretion system protein J
NGPMFCKN_03077	CDS	372	xcpV		COG2165	Type II secretion system protein I
NGPMFCKN_03078	CDS	564	epsH_2			Type II secretion system protein H
NGPMFCKN_03079	CDS	456	epsG		COG2165	Type II secretion system protein G
NGPMFCKN_03080	CDS	1224	epsF_1		COG1459	Type II secretion system protein F
NGPMFCKN_03081	CDS	1494	epsE_1		COG2804	Type II secretion system protein E
NGPMFCKN_03082	CDS	2061	epsD			Type II secretion system protein D
NGPMFCKN_03083	CDS	831	epsC		COG3031	Type II secretion system protein C
NGPMFCKN_03084	CDS	411				hypothetical protein
NGPMFCKN_03085	CDS	810	pppA		COG1989	Leader peptidase PppA
NGPMFCKN_03086	CDS	4563				hypothetical protein
NGPMFCKN_03087	CDS	1683	glcA		COG1620	Glycolate permease GlcA
NGPMFCKN_03088	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
NGPMFCKN_03089	CDS	405				hypothetical protein
NGPMFCKN_03090	CDS	1224	lutA_2		COG0247	Lactate utilization protein A
NGPMFCKN_03091	CDS	1053		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NGPMFCKN_03092	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NGPMFCKN_03093	CDS	765	glcC		COG2186	Glc operon transcriptional activator
NGPMFCKN_03094	CDS	1143				hypothetical protein
NGPMFCKN_03095	CDS	2622		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
NGPMFCKN_03096	CDS	249	acpP_2			Acyl carrier protein
NGPMFCKN_03097	CDS	1173	bioF_2	2.3.1.47		8-amino-7-oxononanoate synthase
NGPMFCKN_03098	CDS	948	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
NGPMFCKN_03099	CDS	1071	lptF_1		COG0795	Lipopolysaccharide export system permease protein LptF
NGPMFCKN_03100	CDS	561	ytfJ_1		COG3054	putative protein YtfJ
NGPMFCKN_03101	CDS	825				hypothetical protein
NGPMFCKN_03102	CDS	1350	yghQ		COG2244	Inner membrane protein YghQ
NGPMFCKN_03103	CDS	759	tmk_2	2.7.4.9		Thymidylate kinase
NGPMFCKN_03104	CDS	699				hypothetical protein
NGPMFCKN_03105	CDS	693	tmk_3	2.7.4.9		Thymidylate kinase
NGPMFCKN_03106	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
NGPMFCKN_03107	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
NGPMFCKN_03108	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
NGPMFCKN_03109	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
NGPMFCKN_03110	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
NGPMFCKN_03111	CDS	489	hybE			Hydrogenase-2 operon protein HybE
NGPMFCKN_03112	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
NGPMFCKN_03113	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
NGPMFCKN_03114	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
NGPMFCKN_03115	CDS	987	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
NGPMFCKN_03116	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
NGPMFCKN_03117	CDS	288				hypothetical protein
NGPMFCKN_03118	CDS	888	clcD_1	3.1.1.45		Carboxymethylenebutenolidase
NGPMFCKN_03119	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
NGPMFCKN_03120	CDS	495				hypothetical protein
NGPMFCKN_03121	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
NGPMFCKN_03122	CDS	459				hypothetical protein
NGPMFCKN_03123	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
NGPMFCKN_03124	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
NGPMFCKN_03125	CDS	1188	metC	4.4.1.8	COG0626	Cystathionine beta-lyase MetC
NGPMFCKN_03126	CDS	660	yghB		COG0586	Inner membrane protein YghB
NGPMFCKN_03127	CDS	957	rclR_2		COG2207	RCS-specific HTH-type transcriptional activator RclR
NGPMFCKN_03128	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
NGPMFCKN_03129	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
NGPMFCKN_03130	CDS	927				hypothetical protein
NGPMFCKN_03131	CDS	258	lpp_2		COG4238	Major outer membrane prolipoprotein Lpp
NGPMFCKN_03132	CDS	2220	rimO_2	2.8.4.4		Ribosomal protein S12 methylthiotransferase RimO
NGPMFCKN_03133	CDS	1413	ftsP		COG2132	Cell division protein FtsP
NGPMFCKN_03134	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
NGPMFCKN_03135	CDS	2259	parC	5.99.1.3	COG0188	DNA topoisomerase 4 subunit A
NGPMFCKN_03136	CDS	1608	ygiS		COG4166	putative deoxycholate-binding periplasmic protein YgiS
NGPMFCKN_03137	CDS	396	mqsA		COG1396	Antitoxin MqsA
NGPMFCKN_03138	CDS	297	mqsR	3.1.-.-		mRNA interferase toxin MqsR
NGPMFCKN_03139	CDS	483	sbmC_2			DNA gyrase inhibitor
NGPMFCKN_03140	CDS	393	ygiW_2		COG3111	Protein YgiW
NGPMFCKN_03141	CDS	660	qseB			Transcriptional regulatory protein QseB
NGPMFCKN_03142	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
NGPMFCKN_03143	CDS	582	mdaB		COG2249	Modulator of drug activity B
NGPMFCKN_03144	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
NGPMFCKN_03145	CDS	1893	parE	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
NGPMFCKN_03146	CDS	582				hypothetical protein
NGPMFCKN_03147	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NGPMFCKN_03148	CDS	423				hypothetical protein
NGPMFCKN_03149	CDS	630	nudF	3.6.1.13		ADP-ribose pyrophosphatase
NGPMFCKN_03150	CDS	1482	tolC		COG1538	Outer membrane protein TolC
NGPMFCKN_03151	CDS	672				hypothetical protein
NGPMFCKN_03152	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
NGPMFCKN_03153	CDS	1797	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
NGPMFCKN_03154	CDS	669	dsbL		COG0526	Thiol:disulfide interchange protein DsbL
NGPMFCKN_03155	CDS	672	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
NGPMFCKN_03156	CDS	816	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
