locus_tag	ftype	length_bp	gene	EC_number	COG	product
OLECGONO_02371	CDS	945				hypothetical protein
OLECGONO_02372	CDS	423				hypothetical protein
OLECGONO_02373	CDS	450	glmS_1	5.4.99.1		Glutamate mutase sigma subunit
OLECGONO_02374	CDS	1389				hypothetical protein
OLECGONO_02375	CDS	1446	glmE	5.4.99.1		Glutamate mutase epsilon subunit
OLECGONO_02376	CDS	1242		4.3.1.2		Methylaspartate ammonia-lyase
OLECGONO_02377	CDS	1371				hypothetical protein
OLECGONO_02378	CDS	318				hypothetical protein
OLECGONO_02379	CDS	1281	dctA_1		COG1301	C4-dicarboxylate transport protein
OLECGONO_02380	CDS	1653	fumA_2	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
OLECGONO_02381	CDS	603	btuR_2	2.5.1.17	COG2109	Cob(I)yrinic acid a,c-diamide adenosyltransferase
OLECGONO_02382	CDS	906	gcvA_2			Glycine cleavage system transcriptional activator
OLECGONO_02383	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
OLECGONO_02384	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
OLECGONO_02385	CDS	1218	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
OLECGONO_02386	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
OLECGONO_02387	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
OLECGONO_02388	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
OLECGONO_02389	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
OLECGONO_02390	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
OLECGONO_02391	CDS	108				hypothetical protein
OLECGONO_02392	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
OLECGONO_02393	CDS	567	ybgD			putative fimbrial-like protein YbgD
OLECGONO_02394	CDS	2412	papC_2		COG3188	Outer membrane usher protein PapC
OLECGONO_02395	CDS	732	papD_1		COG3121	Chaperone protein PapD
OLECGONO_02396	CDS	1062				hypothetical protein
OLECGONO_02397	CDS	1047				hypothetical protein
OLECGONO_02398	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
OLECGONO_02399	CDS	735				hypothetical protein
OLECGONO_02400	CDS	933	ybgK		COG1984	putative protein YbgK
OLECGONO_02401	CDS	657	ybgJ		COG2049	putative protein YbgJ
OLECGONO_02402	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
OLECGONO_02403	CDS	1482	dtpD		COG3104	Dipeptide permease D
OLECGONO_02404	CDS	1419	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
OLECGONO_02405	CDS	510				hypothetical protein
OLECGONO_02406	CDS	408				hypothetical protein
OLECGONO_02407	CDS	273				hypothetical protein
OLECGONO_02408	CDS	354				hypothetical protein
OLECGONO_02409	CDS	207				hypothetical protein
OLECGONO_02410	CDS	1674	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
OLECGONO_02411	CDS	2049	kdpB	3.6.3.12	COG2216	Potassium-transporting ATPase ATP-binding subunit
OLECGONO_02412	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
OLECGONO_02413	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
OLECGONO_02414	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
OLECGONO_02415	CDS	495				hypothetical protein
OLECGONO_02416	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
OLECGONO_02417	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
OLECGONO_02418	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
OLECGONO_02419	CDS	363	ybfE			putative protein YbfE
OLECGONO_02420	CDS	531	fldA		COG0716	Flavodoxin 1
OLECGONO_02421	CDS	447	fur		COG0735	Ferric uptake regulation protein
OLECGONO_02422	CDS	327	chiQ			putative lipoprotein ChiQ
OLECGONO_02423	CDS	1407	chiP			Chitoporin
OLECGONO_02424	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
OLECGONO_02425	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
OLECGONO_02426	CDS	801	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
OLECGONO_02427	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
OLECGONO_02428	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
OLECGONO_02429	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
OLECGONO_02430	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
OLECGONO_02431	CDS	264				hypothetical protein
OLECGONO_02432	tRNA	77				tRNA-Met(cat)
OLECGONO_02433	tRNA	85				tRNA-Leu(tag)
OLECGONO_02434	tRNA	75				tRNA-Gln(ttg)
OLECGONO_02435	tRNA	75				tRNA-Gln(ttg)
OLECGONO_02436	tRNA	77				tRNA-Met(cat)
OLECGONO_02437	tRNA	75				tRNA-Gln(ctg)
OLECGONO_02438	tRNA	75				tRNA-Gln(ctg)
OLECGONO_02439	CDS	1176	ubiF	1.14.13.-	COG0654	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
OLECGONO_02440	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
OLECGONO_02441	CDS	1080	ybeZ		COG1702	PhoH-like protein
OLECGONO_02442	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
OLECGONO_02443	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
OLECGONO_02444	CDS	1539	lnt	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
OLECGONO_02445	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
OLECGONO_02446	CDS	741	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
OLECGONO_02447	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
OLECGONO_02448	CDS	726	glnQ_2			Glutamine transport ATP-binding protein GlnQ
OLECGONO_02449	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
OLECGONO_02450	CDS	1671	hscC		COG0443	Chaperone protein HscC
OLECGONO_02451	CDS	1452				hypothetical protein
OLECGONO_02452	CDS	708				hypothetical protein
OLECGONO_02453	CDS	555	ybeT		COG0790	Sel1-repeat-containing protein YbeT
OLECGONO_02454	CDS	1428				hypothetical protein
OLECGONO_02455	CDS	708				hypothetical protein
OLECGONO_02456	CDS	978	esiB_2			Secretory immunoglobulin A-binding protein EsiB
OLECGONO_02457	CDS	483				hypothetical protein
OLECGONO_02458	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
OLECGONO_02459	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
OLECGONO_02460	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
OLECGONO_02461	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
OLECGONO_02462	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
OLECGONO_02463	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
OLECGONO_02464	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
OLECGONO_02465	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
OLECGONO_02466	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
OLECGONO_02467	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
OLECGONO_02468	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
OLECGONO_02469	CDS	264				hypothetical protein
OLECGONO_02470	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
OLECGONO_02471	CDS	954	ybdO_1			putative HTH-type transcriptional regulator YbdO
OLECGONO_02472	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
OLECGONO_02473	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
OLECGONO_02474	CDS	789	ybeM	3.5.1.-		Deaminated glutathione amidase
OLECGONO_02475	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
OLECGONO_02476	CDS	210	cspE		COG1278	Cold shock-like protein CspE
OLECGONO_02477	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
OLECGONO_02478	CDS	1386	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
OLECGONO_02479	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
OLECGONO_02480	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
OLECGONO_02481	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
OLECGONO_02482	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
OLECGONO_02483	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
OLECGONO_02484	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
OLECGONO_02485	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
OLECGONO_02486	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
OLECGONO_02487	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
OLECGONO_02488	CDS	807	rna	3.1.27.6	COG3719	Ribonuclease I
OLECGONO_02489	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
OLECGONO_02490	CDS	90				hypothetical protein
OLECGONO_02491	CDS	429	uspG		COG0589	Universal stress protein UP12
OLECGONO_02492	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
OLECGONO_02493	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
OLECGONO_02494	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
OLECGONO_02495	CDS	903	ybdO_2			putative HTH-type transcriptional regulator YbdO
OLECGONO_02496	CDS	1221	cysH_2	1.8.4.8		Phosphoadenosine phosphosulfate reductase
OLECGONO_02497	CDS	630	ybdM		COG1475	putative protein YbdM
OLECGONO_02498	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
OLECGONO_02499	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
OLECGONO_02500	CDS	198				hypothetical protein
OLECGONO_02501	CDS	2106	cstA		COG1966	Peptide transporter CstA
OLECGONO_02502	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
OLECGONO_02503	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
OLECGONO_02504	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
OLECGONO_02505	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
OLECGONO_02506	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
OLECGONO_02507	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
OLECGONO_02508	CDS	1251	entS		COG0477	Enterobactin exporter EntS
OLECGONO_02509	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
OLECGONO_02510	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
OLECGONO_02511	CDS	816	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
OLECGONO_02512	CDS	1119	fepE		COG3765	Ferric enterobactin transport protein FepE
OLECGONO_02513	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
OLECGONO_02514	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
OLECGONO_02515	CDS	1203	fes		COG2382	Enterochelin esterase
OLECGONO_02516	CDS	2241	fepA		COG4771	Ferrienterobactin receptor
OLECGONO_02517	CDS	744	entD	2.7.8.-	COG2977	Enterobactin synthase component D
OLECGONO_02518	CDS	153	hokA_2			Protein HokA
OLECGONO_02519	CDS	153	hokA_3			Protein HokA
OLECGONO_02520	CDS	177				hypothetical protein
OLECGONO_02521	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
OLECGONO_02522	CDS	249				hypothetical protein
OLECGONO_02523	CDS	384	yjbR_1		COG2315	putative protein YjbR
OLECGONO_02524	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
OLECGONO_02525	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
OLECGONO_02526	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
OLECGONO_02527	CDS	3144	cusA		COG3696	Cation efflux system protein CusA
OLECGONO_02528	CDS	1224	cusB			Cation efflux system protein CusB
OLECGONO_02529	CDS	333	cusF		COG5569	Cation efflux system protein CusF
OLECGONO_02530	CDS	1383	cusC_1		COG1538	Cation efflux system protein CusC
OLECGONO_02531	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
OLECGONO_02532	CDS	1449	cusS	2.7.13.3	COG0642	Sensor kinase CusS
OLECGONO_02533	CDS	300				hypothetical protein
OLECGONO_02534	CDS	1041				hypothetical protein
OLECGONO_02535	CDS	1041				hypothetical protein
OLECGONO_02536	CDS	315				hypothetical protein
OLECGONO_02537	CDS	1011				hypothetical protein
OLECGONO_02538	CDS	279				hypothetical protein
OLECGONO_02539	CDS	471				hypothetical protein
OLECGONO_02540	CDS	657				hypothetical protein
OLECGONO_02541	CDS	462				hypothetical protein
OLECGONO_02542	CDS	201				hypothetical protein
OLECGONO_02543	CDS	1137				hypothetical protein
OLECGONO_02544	CDS	243				hypothetical protein
OLECGONO_02545	CDS	120				hypothetical protein
OLECGONO_02546	CDS	447				hypothetical protein
OLECGONO_02547	CDS	429				hypothetical protein
OLECGONO_02548	CDS	537				hypothetical protein
OLECGONO_02549	CDS	2238				hypothetical protein
OLECGONO_02550	CDS	2973	nfrA		COG0457	Bacteriophage adsorption protein A
OLECGONO_02551	CDS	891				hypothetical protein
OLECGONO_02552	CDS	762	gadX_1			HTH-type transcriptional regulator GadX
OLECGONO_02553	CDS	954	ompT	3.4.23.49	COG4571	Protease 7
OLECGONO_02554	CDS	750	appY		COG2207	HTH-type transcriptional regulator AppY
OLECGONO_02555	CDS	294				hypothetical protein
OLECGONO_02556	CDS	705				hypothetical protein
OLECGONO_02557	CDS	282				hypothetical protein
OLECGONO_02558	CDS	2370				hypothetical protein
OLECGONO_02559	CDS	3498				hypothetical protein
OLECGONO_02560	CDS	573				hypothetical protein
OLECGONO_02561	CDS	744	mec_2	3.13.1.6	COG1310	CysO-cysteine peptidase
OLECGONO_02562	CDS	699				hypothetical protein
OLECGONO_02563	CDS	330				hypothetical protein
OLECGONO_02564	CDS	2556				hypothetical protein
OLECGONO_02565	CDS	435				hypothetical protein
OLECGONO_02566	CDS	423				hypothetical protein
OLECGONO_02567	CDS	741				hypothetical protein
OLECGONO_02568	CDS	396				hypothetical protein
OLECGONO_02569	CDS	579				hypothetical protein
OLECGONO_02570	CDS	354				hypothetical protein
OLECGONO_02571	CDS	396				hypothetical protein
OLECGONO_02572	CDS	1026				hypothetical protein
OLECGONO_02573	CDS	333				hypothetical protein
OLECGONO_02574	CDS	1332	sppA_5	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
OLECGONO_02575	CDS	1602				hypothetical protein
OLECGONO_02576	CDS	207				hypothetical protein
OLECGONO_02577	CDS	1926				hypothetical protein
OLECGONO_02578	CDS	546				hypothetical protein
OLECGONO_02579	CDS	981				hypothetical protein
OLECGONO_02580	CDS	153				hypothetical protein
OLECGONO_02581	CDS	468				hypothetical protein
OLECGONO_02582	CDS	498	rrrD_5	3.2.1.17	COG3772	Lysozyme RrrD
OLECGONO_02583	CDS	216				hypothetical protein
OLECGONO_02584	CDS	1083	ompD_2			Outer membrane porin protein OmpD
OLECGONO_02585	CDS	384				hypothetical protein
OLECGONO_02586	CDS	363	rusA_4	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OLECGONO_02587	CDS	291	ybcO	3.1.-.-		Putative nuclease YbcO
OLECGONO_02588	CDS	171				hypothetical protein
OLECGONO_02589	CDS	456				hypothetical protein
OLECGONO_02590	CDS	507				hypothetical protein
OLECGONO_02591	CDS	609				hypothetical protein
OLECGONO_02592	CDS	1503				hypothetical protein
OLECGONO_02593	CDS	303				hypothetical protein
OLECGONO_02594	CDS	702				hypothetical protein
OLECGONO_02595	CDS	1005				hypothetical protein
OLECGONO_02596	CDS	540				hypothetical protein
OLECGONO_02597	CDS	231				hypothetical protein
OLECGONO_02598	CDS	756	prtR		COG2932	HTH-type transcriptional regulator PrtR
OLECGONO_02599	CDS	474				hypothetical protein
OLECGONO_02600	CDS	933				hypothetical protein
OLECGONO_02601	CDS	207				hypothetical protein
OLECGONO_02602	CDS	297				hypothetical protein
OLECGONO_02603	CDS	786				hypothetical protein
OLECGONO_02604	CDS	681				hypothetical protein
OLECGONO_02605	CDS	183				hypothetical protein
OLECGONO_02606	CDS	192				hypothetical protein
OLECGONO_02607	CDS	222				hypothetical protein
OLECGONO_02608	CDS	219				hypothetical protein
OLECGONO_02609	CDS	279				hypothetical protein
OLECGONO_02610	CDS	1164	intQ_2		COG0582	Putative defective protein IntQ
OLECGONO_02611	tRNA	77				tRNA-Arg(tct)
OLECGONO_02612	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
OLECGONO_02613	CDS	516	sfmF			putative fimbrial-like protein SfmF
OLECGONO_02614	CDS	1008	sfmH_1			putative fimbrial-like protein SfmH
OLECGONO_02615	CDS	2610	sfmD		COG3188	Outer membrane usher protein SfmD
OLECGONO_02616	CDS	693	sfmC			putative fimbrial chaperone SfmC
OLECGONO_02617	CDS	543	sfmA			putative fimbrial-like protein SfmA
OLECGONO_02618	CDS	867	folD		COG0190	Bifunctional protein FolD protein
OLECGONO_02619	CDS	213	ybcJ		COG2501	putative protein YbcJ
OLECGONO_02620	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
OLECGONO_02621	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
OLECGONO_02622	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
OLECGONO_02623	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
OLECGONO_02624	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
OLECGONO_02625	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
OLECGONO_02626	CDS	894	arcC2_1	2.7.2.2		Carbamate kinase 2
OLECGONO_02627	CDS	816				hypothetical protein
OLECGONO_02628	CDS	1260				hypothetical protein
OLECGONO_02629	CDS	1668	fdrA_1		COG0074	Protein FdrA
OLECGONO_02630	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
OLECGONO_02631	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
OLECGONO_02632	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
OLECGONO_02633	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
OLECGONO_02634	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
OLECGONO_02635	CDS	1233	allB	3.5.2.5	COG0044	Allantoinase
OLECGONO_02636	CDS	981				hypothetical protein
OLECGONO_02637	CDS	1455	ybbW		COG1953	Putative allantoin permease
OLECGONO_02638	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
OLECGONO_02639	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
OLECGONO_02640	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
OLECGONO_02641	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
OLECGONO_02642	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
OLECGONO_02643	CDS	927	allS			HTH-type transcriptional activator AllS
OLECGONO_02644	CDS	1095	selU	2.9.1.-	COG2603	tRNA 2-selenouridine synthase
OLECGONO_02645	CDS	2415				hypothetical protein
OLECGONO_02646	CDS	687	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
OLECGONO_02647	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
OLECGONO_02648	CDS	771		1.-.-.-	COG4221	putative oxidoreductase
OLECGONO_02649	CDS	855	ybbN		COG3118	putative protein YbbN
OLECGONO_02650	CDS	780	fetB		COG0390	putative iron export permease protein FetB
OLECGONO_02651	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
OLECGONO_02652	CDS	918	qmcA		COG0330	Protein QmcA
OLECGONO_02653	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
OLECGONO_02654	CDS	363				hypothetical protein
OLECGONO_02655	CDS	1785	smc			Chromosome partition protein Smc
OLECGONO_02656	CDS	423				hypothetical protein
OLECGONO_02657	CDS	204				hypothetical protein
OLECGONO_02658	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
OLECGONO_02659	CDS	1176	prsE			Type I secretion system membrane fusion protein PrsE
OLECGONO_02660	CDS	2163	ltxB	3.6.3.43	COG2274	Leukotoxin export ATP-binding protein LtxB
OLECGONO_02661	CDS	20778				hypothetical protein
OLECGONO_02662	CDS	1356	bepC			Outer membrane efflux protein BepC
OLECGONO_02663	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
OLECGONO_02664	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
OLECGONO_02665	CDS	2505	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
OLECGONO_02666	CDS	795				hypothetical protein
OLECGONO_02667	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
OLECGONO_02668	CDS	1653	ushA		COG0737	Protein UshA
OLECGONO_02669	CDS	1221	fsr			Fosmidomycin resistance protein
OLECGONO_02670	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
OLECGONO_02671	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
OLECGONO_02672	CDS	960	aes	3.1.1.-	COG0657	Acetyl esterase
OLECGONO_02673	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
OLECGONO_02674	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
OLECGONO_02675	CDS	1875	htpG		COG0326	Chaperone protein HtpG
OLECGONO_02676	CDS	606	recR		COG0353	Recombination protein RecR
OLECGONO_02677	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
OLECGONO_02678	CDS	1932	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
OLECGONO_02679	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
OLECGONO_02680	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
OLECGONO_02681	CDS	528	priC		COG3923	Primosomal replication protein N''
OLECGONO_02682	CDS	165				hypothetical protein
OLECGONO_02683	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
OLECGONO_02684	CDS	648	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
OLECGONO_02685	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
OLECGONO_02686	CDS	3150	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
OLECGONO_02687	CDS	375	tomB			Hha toxicity modulator TomB
OLECGONO_02688	CDS	219	hha_1			Hemolysin expression-modulating protein Hha
OLECGONO_02689	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
OLECGONO_02690	CDS	471	ylaC			Inner membrane protein YlaC
OLECGONO_02691	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
OLECGONO_02692	CDS	354	ybaA		COG5507	putative protein YbaA
OLECGONO_02693	CDS	312	atl		COG3695	DNA base-flipping protein
OLECGONO_02694	CDS	573	ybaY		COG3126	putative lipoprotein YbaY
OLECGONO_02695	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
OLECGONO_02696	CDS	1287	amtB			Ammonia channel
OLECGONO_02697	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
OLECGONO_02698	CDS	1782	mdlB	3.6.3.44	COG1132	Multidrug resistance-like ATP-binding protein MdlB
OLECGONO_02699	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
OLECGONO_02700	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
OLECGONO_02701	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
OLECGONO_02702	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
OLECGONO_02703	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
OLECGONO_02704	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
OLECGONO_02705	CDS	372			COG1555	putative protein
OLECGONO_02706	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
OLECGONO_02707	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
OLECGONO_02708	CDS	2355	lon_2	3.4.21.53	COG0466	Lon protease
OLECGONO_02709	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
OLECGONO_02710	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
OLECGONO_02711	CDS	1299	tig	5.2.1.8		Trigger factor
OLECGONO_02712	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
OLECGONO_02713	CDS	579				hypothetical protein
OLECGONO_02714	CDS	1476	ampG_2		COG0477	Protein AmpG
OLECGONO_02715	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
OLECGONO_02716	CDS	1992	cyoB	1.10.3.10	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
OLECGONO_02717	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
OLECGONO_02718	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
OLECGONO_02719	CDS	891	cyoE	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
OLECGONO_02720	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
OLECGONO_02721	CDS	492				hypothetical protein
OLECGONO_02722	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
OLECGONO_02723	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
OLECGONO_02724	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
OLECGONO_02725	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
OLECGONO_02726	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
OLECGONO_02727	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
OLECGONO_02728	CDS	975	iolS_3	1.1.1.-	COG0667	Aldo-keto reductase IolS
